celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week,n_judges_present,total_judge_score,last_active_week,active,judge_rank,judge_percent
Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,9,1st Place,1,3,3,21.0,10,1,4.0,0.08139534883720931
Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,9,1st Place,1,4,3,24.0,10,1,4.0,0.09917355371900827
Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,9,1st Place,1,5,3,29.0,10,1,1.0,0.11983471074380166
Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,9,1st Place,1,6,3,30.999899999999997,10,1,5.0,0.11923079733737539
Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,9,1st Place,1,7,3,26.0,10,1,3.0,0.14814814814814814
Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,9,1st Place,1,8,3,25.0,10,1,4.0,0.19083969465648856
Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,9,1st Place,1,9,3,24.666600000000003,10,1,4.0,0.23125016992245911
Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,9,1st Place,1,10,3,28.9998,10,1,1.0,0.35127769056340485
Kelly Osbourne,Louis van Amstel,TV Personality,Unknown,England,24,9,3rd Place,3,1,3,30.9998,10,1,4.0,0.07635448809650482
Kelly Osbourne,Louis van Amstel,TV Personality,Unknown,England,24,9,3rd Place,3,2,3,19.0,10,1,9.0,0.06462585034013606
Kelly Osbourne,Louis van Amstel,TV Personality,Unknown,England,24,9,3rd Place,3,3,3,20.0,10,1,6.0,0.07751937984496124
Kelly Osbourne,Louis van Amstel,TV Personality,Unknown,England,24,9,3rd Place,3,4,3,23.0,10,1,6.0,0.09504132231404959
Kelly Osbourne,Louis van Amstel,TV Personality,Unknown,England,24,9,3rd Place,3,5,3,24.0,10,1,4.0,0.09917355371900827
Kelly Osbourne,Louis van Amstel,TV Personality,Unknown,England,24,9,3rd Place,3,6,3,24.9998,10,1,6.0,0.09615340976180302
Kelly Osbourne,Louis van Amstel,TV Personality,Unknown,England,24,9,3rd Place,3,7,3,26.0,10,1,3.0,0.14814814814814814
Kelly Osbourne,Louis van Amstel,TV Personality,Unknown,England,24,9,3rd Place,3,8,3,25.5,10,1,3.0,0.1946564885496183
Kelly Osbourne,Louis van Amstel,TV Personality,Unknown,England,24,9,3rd Place,3,9,3,25.9998,10,1,3.0,0.2437489628870599
Kelly Osbourne,Louis van Amstel,TV Personality,Unknown,England,24,9,3rd Place,3,10,3,25.2222,10,1,3.0,0.305519216233502
Aiden Turner,Edyta Sliwinska,Actor/Actress,Unknown,England,32,10,Eliminated Week 4,9,1,3,15.0,4,1,10.0,0.07177033492822966
Aiden Turner,Edyta Sliwinska,Actor/Actress,Unknown,England,32,10,Eliminated Week 4,9,2,3,19.0,4,1,8.0,0.08636363636363636
Aiden Turner,Edyta Sliwinska,Actor/Actress,Unknown,England,32,10,Eliminated Week 4,9,3,3,20.0,4,1,7.0,0.09852216748768473
Aiden Turner,Edyta Sliwinska,Actor/Actress,Unknown,England,32,10,Eliminated Week 4,9,4,3,16.5,4,1,8.0,0.0889487870619946
Shannen Doherty,Mark Ballas,Actor/Actress,Tennessee,United States,38,10,Eliminated Week 2,11,1,3,18.0,2,1,6.0,0.0861244019138756
Shannen Doherty,Mark Ballas,Actor/Actress,Tennessee,United States,38,10,Eliminated Week 2,11,2,3,20.0,2,1,6.0,0.09090909090909091
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,1,3,18.0,8,1,6.0,0.0861244019138756
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,2,3,21.0,8,1,5.0,0.09545454545454546
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,3,3,21.0,8,1,4.0,0.10344827586206896
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,4,3,18.0,8,1,7.0,0.09703504043126684
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,5,3,18.0,8,1,6.0,0.10404624277456648
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,6,3,25.9998,8,1,6.0,0.12440137359311731
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,7,3,24.5,8,1,6.0,0.15755627009646303
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,8,3,21.5,8,1,5.0,0.16996047430830039
Buzz Aldrin,Ashly DelGrosso,Astronaut,New Jersey,United States,80,10,Eliminated Week 3,10,1,3,14.0,3,1,11.0,0.06698564593301436
Buzz Aldrin,Ashly DelGrosso,Astronaut,New Jersey,United States,80,10,Eliminated Week 3,10,2,3,12.0,3,1,11.0,0.05454545454545454
Buzz Aldrin,Ashly DelGrosso,Astronaut,New Jersey,United States,80,10,Eliminated Week 3,10,3,3,13.0,3,1,10.0,0.06403940886699508
Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,10,Eliminated Week 9,4,1,3,18.0,9,1,6.0,0.0861244019138756
Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,10,Eliminated Week 9,4,2,3,16.0,9,1,9.0,0.07272727272727272
Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,10,Eliminated Week 9,4,3,3,20.0,9,1,7.0,0.09852216748768473
Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,10,Eliminated Week 9,4,4,3,22.0,9,1,4.0,0.11859838274932614
Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,10,Eliminated Week 9,4,5,3,18.0,9,1,6.0,0.10404624277456648
Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,10,Eliminated Week 9,4,6,3,30.999899999999997,9,1,3.0,0.148325377166335
Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,10,Eliminated Week 9,4,7,3,26.0,9,1,3.0,0.16720257234726688
Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,10,Eliminated Week 9,4,8,3,22.5,9,1,4.0,0.17786561264822134
Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,10,Eliminated Week 9,4,9,3,26.0,9,1,4.0,0.23008849557522124
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,1,3,23.0,10,1,2.0,0.11004784688995216
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,2,3,24.0,10,1,2.0,0.10909090909090909
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,3,3,26.0,10,1,1.0,0.12807881773399016
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,4,3,26.0,10,1,1.0,0.14016172506738545
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,5,3,27.0,10,1,2.0,0.15606936416184972
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,6,3,27.0,10,1,5.0,0.12918703555466454
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,7,3,27.0,10,1,1.0,0.17363344051446947
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,8,3,26.5,10,1,2.0,0.20948616600790515
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,9,3,29.5,10,1,1.0,0.2610619469026549
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,10,3,26.888699999999996,10,1,3.0,0.325268368450467
Pamela Anderson,Damian Whitewood,Model,Unknown,Canada,42,10,Eliminated Week 7,6,1,3,21.0,7,1,3.0,0.10047846889952153
Pamela Anderson,Damian Whitewood,Model,Unknown,Canada,42,10,Eliminated Week 7,6,2,3,22.0,7,1,4.0,0.1
Pamela Anderson,Damian Whitewood,Model,Unknown,Canada,42,10,Eliminated Week 7,6,3,3,21.0,7,1,4.0,0.10344827586206896
Pamela Anderson,Damian Whitewood,Model,Unknown,Canada,42,10,Eliminated Week 7,6,4,3,23.5,7,1,3.0,0.12668463611859837
Pamela Anderson,Damian Whitewood,Model,Unknown,Canada,42,10,Eliminated Week 7,6,5,3,21.0,7,1,5.0,0.12138728323699421
Pamela Anderson,Damian Whitewood,Model,Unknown,Canada,42,10,Eliminated Week 7,6,6,3,29.9998,7,1,4.0,0.14354019367528983
Pamela Anderson,Damian Whitewood,Model,Unknown,Canada,42,10,Eliminated Week 7,6,7,3,25.5,7,1,4.0,0.1639871382636656
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,1,3,25.0,10,1,1.0,0.11961722488038277
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,2,3,28.0,10,1,1.0,0.12727272727272726
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,3,3,23.0,10,1,2.0,0.11330049261083744
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,4,3,25.0,10,1,2.0,0.1347708894878706
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,5,3,29.0,10,1,1.0,0.1676300578034682
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,6,3,35.9999,10,1,1.0,0.17224890226905065
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,7,3,27.0,10,1,1.0,0.17363344051446947
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,8,3,29.5,10,1,1.0,0.233201581027668
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,9,3,29.5,10,1,1.0,0.2610619469026549
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,10,3,28.7777,10,1,1.0,0.3481193038992962
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,1,3,21.0,10,1,3.0,0.10047846889952153
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,2,3,23.0,10,1,3.0,0.10454545454545454
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,3,3,23.0,10,1,2.0,0.11330049261083744
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,4,3,19.5,10,1,5.0,0.10512129380053908
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,5,3,22.0,10,1,4.0,0.12716763005780346
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,6,3,34.0,10,1,2.0,0.16267997069846646
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,7,3,25.5,10,1,4.0,0.1639871382636656
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,8,3,26.5,10,1,2.0,0.20948616600790515
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,9,3,28.0,10,1,3.0,0.24778761061946902
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,10,3,26.9998,10,1,2.0,0.32661232765023673
Kate Gosselin,Tony Dovolani,TV Personality,Pennsylvania,United States,35,10,Eliminated Week 5,8,1,3,16.0,5,1,9.0,0.07655502392344497
Kate Gosselin,Tony Dovolani,TV Personality,Pennsylvania,United States,35,10,Eliminated Week 5,8,2,3,15.0,5,1,10.0,0.06818181818181818
Kate Gosselin,Tony Dovolani,TV Personality,Pennsylvania,United States,35,10,Eliminated Week 5,8,3,3,15.0,5,1,9.0,0.07389162561576355
Kate Gosselin,Tony Dovolani,TV Personality,Pennsylvania,United States,35,10,Eliminated Week 5,8,4,3,16.0,5,1,9.0,0.0862533692722372
Kate Gosselin,Tony Dovolani,TV Personality,Pennsylvania,United States,35,10,Eliminated Week 5,8,5,3,15.0,5,1,8.0,0.08670520231213873
Jake Pavelka,Chelsie Hightower,TV Personality,Texas,United States,32,10,Eliminated Week 6,7,1,3,20.0,6,1,5.0,0.09569377990430622
Jake Pavelka,Chelsie Hightower,TV Personality,Texas,United States,32,10,Eliminated Week 6,7,2,3,20.0,6,1,6.0,0.09090909090909091
Jake Pavelka,Chelsie Hightower,TV Personality,Texas,United States,32,10,Eliminated Week 6,7,3,3,21.0,6,1,4.0,0.10344827586206896
Jake Pavelka,Chelsie Hightower,TV Personality,Texas,United States,32,10,Eliminated Week 6,7,4,3,19.0,6,1,6.0,0.10242587601078167
Jake Pavelka,Chelsie Hightower,TV Personality,Texas,United States,32,10,Eliminated Week 6,7,5,3,23.0,6,1,3.0,0.1329479768786127
Jake Pavelka,Chelsie Hightower,TV Personality,Texas,United States,32,10,Eliminated Week 6,7,6,3,24.999899999999997,6,1,7.0,0.11961714704307622
David Hasselhoff,Kym Johnson,Actor/Actress,Maryland,United States,58,11,Eliminated Week 1,12,1,3,15.0,1,1,10.0,0.06607929515418502
Florence Henderson,Corky Ballas,Actor/Actress,Indiana,United States,76,11,Eliminated Week 5,8,1,3,18.0,5,1,7.0,0.07929515418502203
Florence Henderson,Corky Ballas,Actor/Actress,Indiana,United States,76,11,Eliminated Week 5,8,2,3,19.0,5,1,8.0,0.08597285067873303
Florence Henderson,Corky Ballas,Actor/Actress,Indiana,United States,76,11,Eliminated Week 5,8,3,3,20.0,5,1,7.0,0.09049773755656108
Florence Henderson,Corky Ballas,Actor/Actress,Indiana,United States,76,11,Eliminated Week 5,8,4,3,17.5,5,1,6.0,0.09776536312849161
Florence Henderson,Corky Ballas,Actor/Actress,Indiana,United States,76,11,Eliminated Week 5,8,5,3,21.0,5,1,6.0,0.11538461538461539
Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,11,2nd Place,2,1,3,23.0,10,1,2.0,0.1013215859030837
Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,11,2nd Place,2,2,3,22.0,10,1,3.0,0.09954751131221719
Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,11,2nd Place,2,3,3,23.0,10,1,5.0,0.10407239819004525
Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,11,2nd Place,2,4,3,20.0,10,1,4.0,0.11173184357541899
Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,11,2nd Place,2,5,3,20.0,10,1,7.0,0.10989010989010989
Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,11,2nd Place,2,6,3,29.999899999999997,10,1,4.0,0.14492754323323798
Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,11,2nd Place,2,7,4,33.5,10,1,5.0,0.1606714628297362
Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,11,2nd Place,2,8,3,28.0,10,1,3.0,0.21132075471698114
Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,11,2nd Place,2,9,3,29.0,10,1,2.0,0.2543859649122807
Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,11,2nd Place,2,10,3,27.333199999999998,10,1,2.0,0.3293164561842318
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,1,3,24.0,10,1,1.0,0.10572687224669604
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,2,3,24.0,10,1,1.0,0.1085972850678733
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,3,3,24.0,10,1,2.0,0.1085972850678733
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,4,3,28.0,10,1,1.0,0.1564245810055866
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,5,3,25.0,10,1,2.0,0.13736263736263737
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,6,3,29.0,10,1,5.0,0.14009709211577046
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,7,4,36.5,10,1,1.0,0.1750599520383693
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,8,3,28.5,10,1,1.0,0.21509433962264152
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,9,3,30.0,10,1,1.0,0.2631578947368421
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,10,3,30.0,10,1,1.0,0.36144665408832316
Rick Fox,Cheryl Burke,Athlete,Unknown,Canada,41,11,Eliminated Week 7,6,1,3,22.0,7,1,4.0,0.09691629955947137
Rick Fox,Cheryl Burke,Athlete,Unknown,Canada,41,11,Eliminated Week 7,6,2,3,21.0,7,1,5.0,0.09502262443438914
Rick Fox,Cheryl Burke,Athlete,Unknown,Canada,41,11,Eliminated Week 7,6,3,3,24.0,7,1,2.0,0.1085972850678733
Rick Fox,Cheryl Burke,Athlete,Unknown,Canada,41,11,Eliminated Week 7,6,4,3,19.5,7,1,5.0,0.10893854748603352
Rick Fox,Cheryl Burke,Athlete,Unknown,Canada,41,11,Eliminated Week 7,6,5,3,24.0,7,1,3.0,0.13186813186813187
Rick Fox,Cheryl Burke,Athlete,Unknown,Canada,41,11,Eliminated Week 7,6,6,3,30.0,7,1,3.0,0.1449280263266591
Rick Fox,Cheryl Burke,Athlete,Unknown,Canada,41,11,Eliminated Week 7,6,7,4,34.5,7,1,4.0,0.16546762589928057
Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,11,Eliminated Week 8,5,1,3,19.0,8,1,5.0,0.08370044052863436
Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,11,Eliminated Week 8,5,2,3,21.0,8,1,5.0,0.09502262443438914
Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,11,Eliminated Week 8,5,3,3,23.0,8,1,5.0,0.10407239819004525
Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,11,Eliminated Week 8,5,4,3,17.0,8,1,7.0,0.09497206703910614
Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,11,Eliminated Week 8,5,5,3,24.0,8,1,3.0,0.13186813186813187
Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,11,Eliminated Week 8,5,6,3,21.9999,8,1,7.0,0.10628006954612891
Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,11,Eliminated Week 8,5,7,4,35.0,8,1,3.0,0.16786570743405277
Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,11,Eliminated Week 8,5,8,3,24.0,8,1,4.0,0.1811320754716981
Margaret Cho,Louis van Amstel,Comedian,California,United States,41,11,Eliminated Week 3,10,1,3,15.0,3,1,10.0,0.06607929515418502
Margaret Cho,Louis van Amstel,Comedian,California,United States,41,11,Eliminated Week 3,10,2,3,18.0,3,1,9.0,0.08144796380090498
Margaret Cho,Louis van Amstel,Comedian,California,United States,41,11,Eliminated Week 3,10,3,3,18.0,3,1,10.0,0.08144796380090498
Michael Bolton,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,11,Eliminated Week 2,11,1,3,16.0,2,1,9.0,0.07048458149779736
Michael Bolton,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,11,Eliminated Week 2,11,2,3,12.0,2,1,11.0,0.05429864253393665
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,1,3,23.0,9,1,2.0,0.1013215859030837
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,2,3,21.0,9,1,5.0,0.09502262443438914
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,3,3,24.0,9,1,2.0,0.1085972850678733
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,4,3,24.0,9,1,2.0,0.1340782122905028
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,5,3,27.0,9,1,1.0,0.14835164835164835
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,6,3,35.9999,9,1,1.0,0.17391314849856981
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,7,4,36.5,9,1,1.0,0.1750599520383693
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,8,3,28.5,9,1,1.0,0.21509433962264152
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,9,3,28.5,9,1,3.0,0.25
The Situation,Karina Smirnoff,TV Personality,New York,United States,28,11,Eliminated Week 4,9,1,3,15.0,4,1,10.0,0.06607929515418502
The Situation,Karina Smirnoff,TV Personality,New York,United States,28,11,Eliminated Week 4,9,2,3,18.0,4,1,9.0,0.08144796380090498
The Situation,Karina Smirnoff,TV Personality,New York,United States,28,11,Eliminated Week 4,9,3,3,20.0,4,1,7.0,0.09049773755656108
The Situation,Karina Smirnoff,TV Personality,New York,United States,28,11,Eliminated Week 4,9,4,3,14.0,4,1,9.0,0.0782122905027933
Audrina Patridge,Tony Dovolani,TV Personality,California,United States,25,11,Eliminated Week 6,7,1,3,19.0,6,1,5.0,0.08370044052863436
Audrina Patridge,Tony Dovolani,TV Personality,California,United States,25,11,Eliminated Week 6,7,2,3,23.0,6,1,2.0,0.10407239819004525
Audrina Patridge,Tony Dovolani,TV Personality,California,United States,25,11,Eliminated Week 6,7,3,3,26.0,6,1,1.0,0.11764705882352941
Audrina Patridge,Tony Dovolani,TV Personality,California,United States,25,11,Eliminated Week 6,7,4,3,23.0,6,1,3.0,0.12849162011173185
Audrina Patridge,Tony Dovolani,TV Personality,California,United States,25,11,Eliminated Week 6,7,5,3,23.0,6,1,5.0,0.12637362637362637
Audrina Patridge,Tony Dovolani,TV Personality,California,United States,25,11,Eliminated Week 6,7,6,3,31.9998,6,1,2.0,0.1545889285615942
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,1,3,18.0,10,1,7.0,0.07929515418502203
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,2,3,22.0,10,1,3.0,0.09954751131221719
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,3,3,19.0,10,1,9.0,0.08597285067873303
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,4,3,16.0,10,1,8.0,0.0893854748603352
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,5,3,18.0,10,1,8.0,0.0989010989010989
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,6,3,27.9998,10,1,6.0,0.13526519171803963
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,7,4,32.5,10,1,6.0,0.15587529976019185
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,8,3,23.5,10,1,5.0,0.17735849056603772
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,9,3,26.5,10,1,4.0,0.2324561403508772
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,10,3,25.666600000000003,10,1,3.0,0.3092368897274452
Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,12,Eliminated Week 9,4,1,3,24.0,9,1,1.0,0.11594202898550725
Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,12,Eliminated Week 9,4,2,3,21.0,9,1,4.0,0.09722222222222222
Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,12,Eliminated Week 9,4,3,3,21.0,9,1,5.0,0.09813084112149532
Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,12,Eliminated Week 9,4,4,3,25.0,9,1,2.0,0.12135922330097088
Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,12,Eliminated Week 9,4,5,3,22.0,9,1,6.0,0.1134020618556701
Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,12,Eliminated Week 9,4,6,3,24.0,9,1,6.0,0.13333333333333333
Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,12,Eliminated Week 9,4,7,4,33.0,9,1,1.0,0.17506631299734748
